日期,收盘,
2000-06-19,505.00 ,
2000-06-20,501.00 ,
2000-06-21,506.50 ,
2000-06-22,501.75 ,
2000-06-23,498.00 ,
2000-06-26,499.50 ,
2000-06-27,497.25 ,
2000-06-28,488.50 ,
2000-06-29,490.75 ,
2000-06-30,477.50 ,
2000-07-03,468.50 ,
2000-07-05,472.50 ,
2000-07-06,470.75 ,
2000-07-07,473.50 ,
2000-07-10,473.25 ,
2000-07-11,471.25 ,
2000-07-12,474.50 ,
2000-07-13,466.75 ,
2000-07-14,465.25 ,
2000-07-17,457.50 ,
2000-07-18,455.50 ,
2000-07-19,452.50 ,
2000-07-20,456.00 ,
2000-07-21,460.25 ,
2000-07-24,457.00 ,
2000-07-25,452.75 ,
2000-07-26,450.75 ,
2000-07-27,452.50 ,
2000-07-28,448.00 ,
2000-07-31,446.00 ,
2000-08-01,442.00 ,
2000-08-02,445.50 ,
2000-08-03,439.75 ,
2000-08-04,437.00 ,
2000-08-07,434.00 ,
2000-08-08,442.25 ,
2000-08-09,440.50 ,
2000-08-10,445.75 ,
2000-08-11,452.00 ,
2000-08-14,452.25 ,
2000-08-15,457.50 ,
2000-08-16,465.00 ,
2000-08-17,460.00 ,
2000-08-18,458.25 ,
2000-08-21,462.00 ,
2000-08-22,458.50 ,
2000-08-23,459.50 ,
2000-08-24,461.75 ,
2000-08-25,461.75 ,
2000-08-28,470.25 ,
2000-08-29,484.25 ,
2000-08-30,481.75 ,
2000-08-31,494.75 ,
2000-09-01,492.75 ,
2000-09-05,502.00 ,
2000-09-06,485.25 ,
2000-09-07,480.00 ,
2000-09-08,495.00 ,
2000-09-11,495.75 ,
2000-09-12,495.50 ,
2000-09-13,488.75 ,
2000-09-14,483.50 ,
2000-09-15,483.25 ,
2000-09-18,488.50 ,
2000-09-19,483.75 ,
2000-09-20,487.50 ,
2000-09-21,491.75 ,
2000-09-22,496.00 ,
2000-09-25,493.50 ,
2000-09-26,493.75 ,
2000-09-27,495.75 ,
2000-09-28,498.25 ,
2000-09-29,490.50 ,
2000-10-02,489.50 ,
2000-10-03,489.00 ,
2000-10-04,486.25 ,
2000-10-05,485.00 ,
2000-10-06,485.00 ,
2000-10-09,483.00 ,
2000-10-10,485.75 ,
2000-10-11,478.00 ,
2000-10-12,474.25 ,
2000-10-13,466.00 ,
2000-10-16,465.00 ,
2000-10-17,468.25 ,
2000-10-18,467.75 ,
2000-10-19,471.50 ,
2000-10-20,468.75 ,
2000-10-23,463.00 ,
2000-10-24,467.75 ,
2000-10-25,467.00 ,
2000-10-26,461.25 ,
2000-10-27,456.50 ,
2000-10-30,456.00 ,
2000-10-31,459.75 ,
2000-11-01,462.75 ,
2000-11-02,473.25 ,
2000-11-03,473.25 ,
2000-11-06,474.25 ,
2000-11-07,475.00 ,
2000-11-08,474.00 ,
2000-11-09,467.25 ,
2000-11-10,463.25 ,
2000-11-13,468.75 ,
2000-11-14,472.00 ,
2000-11-15,481.50 ,
2000-11-16,477.50 ,
2000-11-17,487.75 ,
2000-11-20,490.75 ,
2000-11-21,489.00 ,
2000-11-22,491.00 ,
2000-11-24,500.75 ,
2000-11-27,497.25 ,
2000-11-28,500.75 ,
2000-11-29,499.75 ,
2000-11-30,506.00 ,
2000-12-01,508.00 ,
2000-12-04,504.50 ,
2000-12-05,500.75 ,
2000-12-06,507.00 ,
2000-12-07,503.00 ,
2000-12-08,511.50 ,
2000-12-11,511.00 ,
2000-12-12,507.25 ,
2000-12-13,506.50 ,
2000-12-14,504.25 ,
2000-12-15,507.25 ,
2000-12-18,509.75 ,
2000-12-19,511.75 ,
2000-12-20,508.00 ,
2000-12-21,510.00 ,
2000-12-22,510.25 ,
2000-12-26,505.25 ,
2000-12-27,498.50 ,
2000-12-28,497.50 ,
2000-12-29,499.50 ,
2001-01-02,495.00 ,
2001-01-03,497.25 ,
2001-01-04,492.25 ,
2001-01-05,489.50 ,
2001-01-08,491.00 ,
2001-01-09,495.25 ,
2001-01-10,490.50 ,
2001-01-11,479.75 ,
2001-01-12,479.25 ,
2001-01-16,477.50 ,
2001-01-17,472.75 ,
2001-01-18,473.50 ,
2001-01-19,470.75 ,
2001-01-22,476.75 ,
2001-01-23,468.25 ,
2001-01-24,469.75 ,
2001-01-25,466.00 ,
2001-01-26,460.25 ,
2001-01-29,459.75 ,
2001-01-30,461.00 ,
2001-01-31,459.50 ,
2001-02-01,462.50 ,
2001-02-02,468.50 ,
2001-02-05,462.25 ,
2001-02-06,464.25 ,
2001-02-07,463.50 ,
2001-02-08,452.25 ,
2001-02-09,456.25 ,
2001-02-12,453.25 ,
2001-02-13,450.00 ,
2001-02-14,452.00 ,
2001-02-15,450.25 ,
2001-02-16,454.00 ,
2001-02-20,454.00 ,
2001-02-21,457.50 ,
2001-02-22,455.00 ,
2001-02-23,448.00 ,
2001-02-26,449.25 ,
2001-02-27,451.25 ,
2001-02-28,453.50 ,
2001-03-01,457.00 ,
2001-03-02,455.75 ,
2001-03-05,456.50 ,
2001-03-06,461.75 ,
2001-03-07,457.50 ,
2001-03-08,455.50 ,
2001-03-09,456.75 ,
2001-03-12,459.00 ,
2001-03-13,452.25 ,
2001-03-14,442.00 ,
2001-03-15,445.50 ,
2001-03-16,443.00 ,
2001-03-19,443.50 ,
2001-03-20,446.75 ,
2001-03-21,443.25 ,
2001-03-22,434.25 ,
2001-03-23,436.50 ,
2001-03-26,442.00 ,
2001-03-27,445.25 ,
2001-03-28,441.75 ,
2001-03-29,436.50 ,
2001-03-30,428.50 ,
2001-04-02,432.75 ,
2001-04-03,430.25 ,
2001-04-04,437.25 ,
2001-04-05,437.50 ,
2001-04-06,436.00 ,
2001-04-09,441.25 ,
2001-04-10,432.75 ,
2001-04-11,437.25 ,
2001-04-12,435.25 ,
2001-04-16,432.75 ,
2001-04-17,429.50 ,
2001-04-18,434.00 ,
2001-04-19,429.25 ,
2001-04-20,429.25 ,
2001-04-23,423.25 ,
2001-04-24,426.00 ,
2001-04-25,422.00 ,
2001-04-26,428.75 ,
2001-04-27,422.75 ,
2001-04-30,434.25 ,
2001-05-01,436.00 ,
2001-05-02,441.50 ,
2001-05-03,442.75 ,
2001-05-04,444.50 ,
2001-05-07,441.50 ,
2001-05-08,447.50 ,
2001-05-09,447.50 ,
2001-05-10,447.50 ,
2001-05-11,450.00 ,
2001-05-14,463.00 ,
2001-05-15,444.00 ,
2001-05-16,447.50 ,
2001-05-17,451.00 ,
2001-05-18,449.50 ,
2001-05-21,443.25 ,
2001-05-22,443.75 ,
2001-05-23,445.50 ,
2001-05-24,449.75 ,
2001-05-25,447.25 ,
2001-05-29,439.25 ,
2001-05-30,437.50 ,
2001-05-31,451.00 ,
2001-06-01,455.00 ,
2001-06-04,453.00 ,
2001-06-05,453.25 ,
2001-06-06,461.50 ,
2001-06-07,461.50 ,
2001-06-08,466.50 ,
2001-06-11,471.50 ,
2001-06-12,473.75 ,
2001-06-13,474.00 ,
2001-06-14,470.75 ,
2001-06-15,458.50 ,
2001-06-18,464.00 ,
2001-06-19,469.75 ,
2001-06-20,466.00 ,
2001-06-21,460.25 ,
2001-06-22,454.50 ,
2001-06-25,450.75 ,
2001-06-26,457.00 ,
2001-06-27,461.50 ,
2001-06-28,462.50 ,
2001-06-29,482.50 ,
2001-07-02,491.75 ,
2001-07-03,488.50 ,
2001-07-05,496.00 ,
2001-07-06,495.00 ,
2001-07-09,503.50 ,
2001-07-10,509.00 ,
2001-07-11,513.50 ,
2001-07-12,525.00 ,
2001-07-13,522.00 ,
2001-07-16,511.00 ,
2001-07-17,528.00 ,
2001-07-18,513.75 ,
2001-07-19,513.00 ,
2001-07-20,496.00 ,
2001-07-23,503.75 ,
2001-07-24,503.75 ,
2001-07-25,510.75 ,
2001-07-26,510.50 ,
2001-07-27,515.50 ,
2001-07-30,504.00 ,
2001-07-31,512.75 ,
2001-08-01,509.00 ,
2001-08-02,493.25 ,
2001-08-03,492.00 ,
2001-08-06,501.50 ,
2001-08-07,508.50 ,
2001-08-08,518.00 ,
2001-08-09,514.00 ,
2001-08-10,519.00 ,
2001-08-13,524.50 ,
2001-08-14,516.00 ,
2001-08-15,517.50 ,
2001-08-16,502.75 ,
2001-08-17,504.25 ,
2001-08-20,489.75 ,
2001-08-21,491.75 ,
2001-08-22,487.50 ,
2001-08-23,481.75 ,
2001-08-24,478.25 ,
2001-08-27,479.25 ,
2001-08-28,475.75 ,
2001-08-29,480.50 ,
2001-08-30,473.50 ,
2001-08-31,479.50 ,
2001-09-04,478.75 ,
2001-09-05,473.00 ,
2001-09-06,464.00 ,
2001-09-07,463.75 ,
2001-09-10,464.75 ,
2001-09-11,464.75 ,
2001-09-12,464.75 ,
2001-09-13,480.00 ,
2001-09-14,471.50 ,
2001-09-17,480.00 ,
2001-09-18,475.00 ,
2001-09-19,469.50 ,
2001-09-20,473.50 ,
2001-09-21,469.75 ,
2001-09-24,468.00 ,
2001-09-25,463.50 ,
2001-09-26,465.00 ,
2001-09-27,461.75 ,
2001-09-28,451.25 ,
2001-10-01,452.00 ,
2001-10-02,453.00 ,
2001-10-03,452.00 ,
2001-10-04,451.00 ,
2001-10-05,452.25 ,
2001-10-08,454.00 ,
2001-10-09,451.50 ,
2001-10-10,448.25 ,
2001-10-11,447.75 ,
2001-10-12,435.50 ,
2001-10-15,429.25 ,
2001-10-16,430.50 ,
2001-10-17,434.00 ,
2001-10-18,431.00 ,
2001-10-19,424.75 ,
2001-10-22,420.75 ,
2001-10-23,420.75 ,
2001-10-24,424.50 ,
2001-10-25,428.25 ,
2001-10-26,426.50 ,
2001-10-29,426.50 ,
2001-10-30,431.75 ,
2001-10-31,428.50 ,
2001-11-01,435.00 ,
2001-11-02,433.50 ,
2001-11-05,435.50 ,
2001-11-06,432.00 ,
2001-11-07,439.00 ,
2001-11-08,434.75 ,
2001-11-09,441.75 ,
2001-11-12,445.00 ,
2001-11-13,442.25 ,
2001-11-14,448.00 ,
2001-11-15,446.75 ,
2001-11-16,452.50 ,
2001-11-19,452.25 ,
2001-11-20,448.50 ,
2001-11-21,450.00 ,
2001-11-23,451.25 ,
2001-11-26,441.25 ,
2001-11-27,444.00 ,
2001-11-28,435.50 ,
2001-11-29,436.50 ,
2001-11-30,444.50 ,
2001-12-03,447.25 ,
2001-12-04,444.75 ,
2001-12-05,442.50 ,
2001-12-06,441.50 ,
2001-12-07,445.25 ,
2001-12-10,443.00 ,
2001-12-11,437.50 ,
2001-12-12,432.50 ,
2001-12-13,433.75 ,
2001-12-14,436.25 ,
2001-12-17,436.75 ,
2001-12-18,432.00 ,
2001-12-19,435.00 ,
2001-12-20,435.50 ,
2001-12-21,435.50 ,
2001-12-26,428.25 ,
2001-12-27,427.50 ,
2001-12-28,424.25 ,
2001-12-31,421.00 ,
2002-01-02,418.00 ,
2002-01-03,423.75 ,
2002-01-04,424.00 ,
2002-01-07,429.00 ,
2002-01-08,435.00 ,
2002-01-09,440.00 ,
2002-01-10,433.25 ,
2002-01-11,445.00 ,
2002-01-14,446.00 ,
2002-01-15,446.00 ,
2002-01-16,452.50 ,
2002-01-17,450.75 ,
2002-01-18,445.50 ,
2002-01-22,439.00 ,
2002-01-23,433.50 ,
2002-01-24,437.25 ,
2002-01-25,430.75 ,
2002-01-28,431.00 ,
2002-01-29,428.50 ,
2002-01-30,427.75 ,
2002-01-31,430.25 ,
2002-02-01,426.75 ,
2002-02-04,434.00 ,
2002-02-05,432.75 ,
2002-02-06,428.00 ,
2002-02-07,431.25 ,
2002-02-08,429.00 ,
2002-02-11,431.00 ,
2002-02-12,436.25 ,
2002-02-13,439.50 ,
2002-02-14,436.25 ,
2002-02-15,437.25 ,
2002-02-19,438.25 ,
2002-02-20,445.00 ,
2002-02-21,444.00 ,
2002-02-22,441.25 ,
2002-02-25,436.75 ,
2002-02-26,436.75 ,
2002-02-27,442.75 ,
2002-02-28,435.75 ,
2002-03-01,446.50 ,
2002-03-04,443.50 ,
2002-03-05,449.00 ,
2002-03-06,447.25 ,
2002-03-07,451.50 ,
2002-03-08,458.00 ,
2002-03-11,458.00 ,
2002-03-12,456.75 ,
2002-03-13,456.00 ,
2002-03-14,457.50 ,
2002-03-15,472.25 ,
2002-03-18,460.50 ,
2002-03-19,463.50 ,
2002-03-20,458.50 ,
2002-03-21,459.25 ,
2002-03-22,464.50 ,
2002-03-25,462.50 ,
2002-03-26,467.75 ,
2002-03-27,472.75 ,
2002-03-28,476.25 ,
2002-04-01,475.75 ,
2002-04-02,473.25 ,
2002-04-03,461.75 ,
2002-04-04,459.00 ,
2002-04-05,465.50 ,
2002-04-08,458.00 ,
2002-04-09,461.25 ,
2002-04-10,460.50 ,
2002-04-11,458.00 ,
2002-04-12,461.00 ,
2002-04-15,456.50 ,
2002-04-16,463.25 ,
2002-04-17,473.25 ,
2002-04-18,470.25 ,
2002-04-19,472.00 ,
2002-04-22,470.50 ,
2002-04-23,474.00 ,
2002-04-24,479.50 ,
2002-04-25,474.00 ,
2002-04-26,467.50 ,
2002-04-29,461.75 ,
2002-04-30,462.25 ,
2002-05-01,460.25 ,
2002-05-02,459.25 ,
2002-05-03,459.00 ,
2002-05-06,460.75 ,
2002-05-07,461.00 ,
2002-05-08,467.25 ,
2002-05-09,473.00 ,
2002-05-10,468.25 ,
2002-05-13,477.50 ,
2002-05-14,474.50 ,
2002-05-15,482.00 ,
2002-05-16,484.75 ,
2002-05-17,487.50 ,
2002-05-20,491.25 ,
2002-05-21,490.50 ,
2002-05-22,493.00 ,
2002-05-23,491.50 ,
2002-05-24,491.00 ,
2002-05-28,497.25 ,
2002-05-29,496.25 ,
2002-05-30,501.25 ,
2002-05-31,508.75 ,
2002-06-03,505.50 ,
2002-06-04,509.75 ,
2002-06-05,513.75 ,
2002-06-06,513.25 ,
2002-06-07,507.50 ,
2002-06-10,500.50 ,
2002-06-11,500.50 ,
2002-06-12,493.25 ,
2002-06-13,501.25 ,
2002-06-14,497.00 ,
2002-06-17,498.75 ,
2002-06-18,493.00 ,
2002-06-19,491.50 ,
2002-06-20,487.50 ,
2002-06-21,495.00 ,
2002-06-24,505.25 ,
2002-06-25,503.25 ,
2002-06-26,514.00 ,
2002-06-27,522.00 ,
2002-06-28,536.50 ,
2002-07-01,549.50 ,
2002-07-02,544.25 ,
2002-07-03,556.50 ,
2002-07-05,569.75 ,
2002-07-08,573.50 ,
2002-07-09,587.50 ,
2002-07-10,584.50 ,
2002-07-11,576.50 ,
2002-07-12,578.00 ,
2002-07-15,570.00 ,
2002-07-16,579.75 ,
2002-07-17,576.75 ,
2002-07-18,577.50 ,
2002-07-19,575.25 ,
2002-07-22,593.75 ,
2002-07-23,576.00 ,
2002-07-24,584.00 ,
2002-07-25,567.75 ,
2002-07-26,550.75 ,
2002-07-29,534.75 ,
2002-07-30,544.50 ,
2002-07-31,567.50 ,
2002-08-01,568.50 ,
2002-08-02,561.25 ,
2002-08-05,559.25 ,
2002-08-06,564.75 ,
2002-08-07,560.00 ,
2002-08-08,557.75 ,
2002-08-09,568.00 ,
2002-08-12,590.50 ,
2002-08-13,593.25 ,
2002-08-14,602.00 ,
2002-08-15,592.25 ,
2002-08-16,583.25 ,
2002-08-19,569.00 ,
2002-08-20,551.75 ,
2002-08-21,554.25 ,
2002-08-22,548.00 ,
2002-08-23,552.00 ,
2002-08-26,553.75 ,
2002-08-27,562.75 ,
2002-08-28,559.50 ,
2002-08-29,555.25 ,
2002-08-30,559.00 ,
2002-09-03,559.75 ,
2002-09-04,563.25 ,
2002-09-05,565.50 ,
2002-09-06,565.00 ,
2002-09-09,573.50 ,
2002-09-10,581.00 ,
2002-09-11,591.50 ,
2002-09-12,578.00 ,
2002-09-13,563.50 ,
2002-09-16,572.50 ,
2002-09-17,573.00 ,
2002-09-18,572.00 ,
2002-09-19,564.00 ,
2002-09-20,564.50 ,
2002-09-23,553.25 ,
2002-09-24,561.75 ,
2002-09-25,558.75 ,
2002-09-26,565.50 ,
2002-09-27,560.25 ,
2002-09-30,545.75 ,
2002-10-01,542.00 ,
2002-10-02,537.50 ,
2002-10-03,538.00 ,
2002-10-04,539.50 ,
2002-10-07,539.75 ,
2002-10-08,535.25 ,
2002-10-09,523.50 ,
2002-10-10,524.75 ,
2002-10-11,528.50 ,
2002-10-14,532.50 ,
2002-10-15,547.75 ,
2002-10-16,547.00 ,
2002-10-17,550.75 ,
2002-10-18,546.00 ,
2002-10-21,551.00 ,
2002-10-22,546.50 ,
2002-10-23,554.50 ,
2002-10-24,557.50 ,
2002-10-25,557.00 ,
2002-10-28,545.50 ,
2002-10-29,557.00 ,
2002-10-30,557.00 ,
2002-10-31,565.25 ,
2002-11-01,568.50 ,
2002-11-04,575.25 ,
2002-11-05,578.25 ,
2002-11-06,580.50 ,
2002-11-07,574.00 ,
2002-11-08,563.25 ,
2002-11-11,574.00 ,
2002-11-12,569.50 ,
2002-11-13,567.25 ,
2002-11-14,569.50 ,
2002-11-15,563.25 ,
2002-11-18,566.50 ,
2002-11-19,573.75 ,
2002-11-20,575.75 ,
2002-11-21,569.50 ,
2002-11-22,571.75 ,
2002-11-25,572.25 ,
2002-11-26,573.00 ,
2002-11-27,577.25 ,
2002-11-29,578.75 ,
2002-12-02,578.50 ,
2002-12-03,564.50 ,
2002-12-04,566.25 ,
2002-12-05,562.00 ,
2002-12-06,563.25 ,
2002-12-09,562.00 ,
2002-12-10,564.00 ,
2002-12-11,568.00 ,
2002-12-12,576.00 ,
2002-12-13,572.00 ,
2002-12-16,561.50 ,
2002-12-17,556.00 ,
2002-12-18,560.25 ,
2002-12-19,563.75 ,
2002-12-20,572.00 ,
2002-12-23,572.75 ,
2002-12-24,572.75 ,
2002-12-26,565.75 ,
2002-12-27,569.75 ,
2002-12-30,565.75 ,
2002-12-31,569.50 ,
2003-01-02,584.50 ,
2003-01-03,582.25 ,
2003-01-06,582.00 ,
2003-01-07,585.25 ,
2003-01-08,589.50 ,
2003-01-09,586.50 ,
2003-01-10,564.75 ,
2003-01-13,560.25 ,
2003-01-14,555.00 ,
2003-01-15,549.75 ,
2003-01-16,549.00 ,
2003-01-17,556.75 ,
2003-01-21,556.00 ,
2003-01-22,560.00 ,
2003-01-23,561.50 ,
2003-01-24,569.00 ,
2003-01-27,567.25 ,
2003-01-28,573.25 ,
2003-01-29,561.25 ,
2003-01-30,568.50 ,
2003-01-31,564.00 ,
2003-02-03,568.00 ,
2003-02-04,570.50 ,
2003-02-05,563.00 ,
2003-02-06,562.50 ,
2003-02-07,555.75 ,
2003-02-10,564.75 ,
2003-02-11,572.00 ,
2003-02-12,563.25 ,
2003-02-13,571.75 ,
2003-02-14,573.00 ,
2003-02-18,574.00 ,
2003-02-19,571.75 ,
2003-02-20,568.50 ,
2003-02-21,574.00 ,
2003-02-24,572.25 ,
2003-02-25,576.25 ,
2003-02-26,579.25 ,
2003-02-27,581.50 ,
2003-02-28,577.00 ,
2003-03-03,576.50 ,
2003-03-04,572.75 ,
2003-03-05,568.50 ,
2003-03-06,562.50 ,
2003-03-07,564.50 ,
2003-03-10,566.50 ,
2003-03-11,572.00 ,
2003-03-12,566.75 ,
2003-03-13,576.00 ,
2003-03-14,577.75 ,
2003-03-17,568.25 ,
2003-03-18,574.00 ,
2003-03-19,570.50 ,
2003-03-20,574.50 ,
2003-03-21,576.75 ,
2003-03-24,569.75 ,
2003-03-25,573.50 ,
2003-03-26,569.00 ,
2003-03-27,580.25 ,
2003-03-28,580.00 ,
2003-03-31,574.50 ,
2003-04-01,573.75 ,
2003-04-02,586.75 ,
2003-04-03,585.25 ,
2003-04-04,590.75 ,
2003-04-07,598.75 ,
2003-04-08,601.00 ,
2003-04-09,604.00 ,
2003-04-10,601.00 ,
2003-04-11,600.25 ,
2003-04-14,607.75 ,
2003-04-15,610.50 ,
2003-04-16,609.25 ,
2003-04-17,622.00 ,
2003-04-21,616.50 ,
2003-04-22,610.00 ,
2003-04-23,603.00 ,
2003-04-24,602.50 ,
2003-04-25,599.00 ,
2003-04-28,605.00 ,
2003-04-29,620.75 ,
2003-04-30,623.50 ,
2003-05-01,625.75 ,
2003-05-02,626.25 ,
2003-05-05,623.75 ,
2003-05-06,625.00 ,
2003-05-07,623.00 ,
2003-05-08,621.25 ,
2003-05-09,636.25 ,
2003-05-12,642.25 ,
2003-05-13,642.50 ,
2003-05-14,643.50 ,
2003-05-15,648.75 ,
2003-05-16,642.00 ,
2003-05-19,637.00 ,
2003-05-20,642.75 ,
2003-05-21,640.00 ,
2003-05-22,626.75 ,
2003-05-23,628.25 ,
2003-05-27,630.50 ,
2003-05-28,623.00 ,
2003-05-29,630.00 ,
2003-05-30,624.50 ,
2003-06-02,612.50 ,
2003-06-03,610.25 ,
2003-06-04,615.25 ,
2003-06-05,618.75 ,
2003-06-06,631.50 ,
2003-06-09,625.50 ,
2003-06-10,633.50 ,
2003-06-11,629.50 ,
2003-06-12,624.50 ,
2003-06-13,614.50 ,
2003-06-16,617.25 ,
2003-06-17,621.25 ,
2003-06-18,629.00 ,
2003-06-19,630.00 ,
2003-06-20,629.25 ,
2003-06-23,630.25 ,
2003-06-24,635.75 ,
2003-06-25,642.75 ,
2003-06-26,628.25 ,
2003-06-27,631.50 ,
2003-06-30,621.25 ,
2003-07-01,626.25 ,
2003-07-02,628.75 ,
2003-07-03,626.75 ,
2003-07-07,620.50 ,
2003-07-08,613.75 ,
2003-07-09,619.00 ,
2003-07-10,614.50 ,
2003-07-11,620.75 ,
2003-07-14,610.00 ,
2003-07-15,585.25 ,
2003-07-16,582.00 ,
2003-07-17,572.75 ,
2003-07-18,560.50 ,
2003-07-21,557.75 ,
2003-07-22,561.75 ,
2003-07-23,556.75 ,
2003-07-24,547.75 ,
2003-07-25,549.50 ,
2003-07-28,554.25 ,
2003-07-29,539.50 ,
2003-07-30,534.50 ,
2003-07-31,532.50 ,
2003-08-01,537.50 ,
2003-08-04,539.50 ,
2003-08-05,542.00 ,
2003-08-06,540.00 ,
2003-08-07,543.00 ,
2003-08-08,548.50 ,
2003-08-11,556.50 ,
2003-08-12,571.25 ,
2003-08-13,564.50 ,
2003-08-14,583.00 ,
2003-08-15,552.25 ,
2003-08-18,582.25 ,
2003-08-19,567.75 ,
2003-08-20,576.50 ,
2003-08-21,578.50 ,
2003-08-22,586.25 ,
2003-08-25,586.25 ,
2003-08-26,576.75 ,
2003-08-27,582.50 ,
2003-08-28,590.50 ,
2003-08-29,595.00 ,
2003-09-02,579.75 ,
2003-09-03,586.25 ,
2003-09-04,605.75 ,
2003-09-05,608.00 ,
2003-09-08,605.25 ,
2003-09-09,615.50 ,
2003-09-10,616.50 ,
2003-09-11,637.50 ,
2003-09-12,648.00 ,
2003-09-15,619.00 ,
2003-09-16,610.75 ,
2003-09-17,617.25 ,
2003-09-18,627.00 ,
2003-09-19,638.00 ,
2003-09-22,651.25 ,
2003-09-23,651.00 ,
2003-09-24,653.00 ,
2003-09-25,655.50 ,
2003-09-26,656.50 ,
2003-09-29,683.25 ,
2003-09-30,677.25 ,
2003-10-01,687.25 ,
2003-10-02,697.00 ,
2003-10-03,678.00 ,
2003-10-06,684.00 ,
2003-10-07,687.75 ,
2003-10-08,678.50 ,
2003-10-09,692.50 ,
2003-10-10,713.50 ,
2003-10-13,731.50 ,
2003-10-14,741.50 ,
2003-10-15,727.50 ,
2003-10-16,725.50 ,
2003-10-17,729.25 ,
2003-10-20,729.25 ,
2003-10-21,730.25 ,
2003-10-22,749.75 ,
2003-10-23,763.75 ,
2003-10-24,762.50 ,
2003-10-27,758.50 ,
2003-10-28,782.00 ,
2003-10-29,800.00 ,
2003-10-30,793.50 ,
2003-10-31,794.25 ,
2003-11-03,790.00 ,
2003-11-04,757.00 ,
2003-11-05,765.25 ,
2003-11-06,757.75 ,
2003-11-07,743.00 ,
2003-11-10,757.50 ,
2003-11-11,777.00 ,
2003-11-12,769.00 ,
2003-11-13,771.00 ,
2003-11-14,773.00 ,
2003-11-17,780.00 ,
2003-11-18,777.00 ,
2003-11-19,748.75 ,
2003-11-20,759.25 ,
2003-11-21,753.50 ,
2003-11-24,737.25 ,
2003-11-25,746.00 ,
2003-11-26,745.75 ,
2003-11-28,756.25 ,
2003-12-01,761.00 ,
2003-12-02,773.25 ,
2003-12-03,778.25 ,
2003-12-04,769.00 ,
2003-12-05,760.50 ,
2003-12-08,770.75 ,
2003-12-09,787.00 ,
2003-12-10,785.00 ,
2003-12-11,766.75 ,
2003-12-12,776.25 ,
2003-12-15,773.00 ,
2003-12-16,764.25 ,
2003-12-17,768.50 ,
2003-12-18,759.50 ,
2003-12-19,764.75 ,
2003-12-22,753.75 ,
2003-12-23,741.25 ,
2003-12-24,759.75 ,
2003-12-26,792.00 ,
2003-12-29,784.50 ,
2003-12-30,777.50 ,
2003-12-31,789.00 ,
2004-01-02,792.50 ,
2004-01-05,796.75 ,
2004-01-06,796.25 ,
2004-01-07,787.50 ,
2004-01-08,793.50 ,
2004-01-09,790.00 ,
2004-01-12,816.50 ,
2004-01-13,833.00 ,
2004-01-14,835.25 ,
2004-01-15,835.00 ,
2004-01-16,835.75 ,
2004-01-20,828.25 ,
2004-01-21,842.00 ,
2004-01-22,840.50 ,
2004-01-23,839.25 ,
2004-01-26,847.50 ,
2004-01-27,835.50 ,
2004-01-28,804.75 ,
2004-01-29,809.00 ,
2004-01-30,819.50 ,
2004-02-02,793.00 ,
2004-02-03,802.50 ,
2004-02-04,805.75 ,
2004-02-05,832.25 ,
2004-02-06,840.00 ,
2004-02-09,847.50 ,
2004-02-10,834.75 ,
2004-02-11,838.00 ,
2004-02-12,822.00 ,
2004-02-13,829.00 ,
2004-02-17,851.00 ,
2004-02-18,854.50 ,
2004-02-19,880.00 ,
2004-02-20,893.00 ,
2004-02-23,911.50 ,
2004-02-24,929.75 ,
2004-02-25,933.75 ,
2004-02-26,928.00 ,
2004-02-27,942.50 ,
2004-03-01,962.25 ,
2004-03-02,931.00 ,
2004-03-03,942.00 ,
2004-03-04,932.50 ,
2004-03-05,933.75 ,
2004-03-08,911.50 ,
2004-03-09,942.00 ,
2004-03-10,923.50 ,
2004-03-11,944.00 ,
2004-03-12,954.00 ,
2004-03-15,978.25 ,
2004-03-16,989.00 ,
2004-03-17,994.00 ,
2004-03-18,1018.00 ,
2004-03-19,1024.00 ,
2004-03-22,1055.75 ,
2004-03-23,1052.00 ,
2004-03-24,1023.50 ,
2004-03-25,1028.50 ,
2004-03-26,1013.00 ,
2004-03-29,1013.00 ,
2004-03-30,1016.25 ,
2004-03-31,995.00 ,
2004-04-01,1029.50 ,
2004-04-02,1045.50 ,
2004-04-05,1024.50 ,
2004-04-06,1009.00 ,
2004-04-07,1016.00 ,
2004-04-08,988.00 ,
2004-04-12,967.00 ,
2004-04-13,971.50 ,
2004-04-14,1013.00 ,
2004-04-15,963.00 ,
2004-04-16,965.00 ,
2004-04-19,969.00 ,
2004-04-20,952.75 ,
2004-04-21,935.00 ,
2004-04-22,947.00 ,
2004-04-23,967.00 ,
2004-04-26,964.50 ,
2004-04-27,1003.00 ,
2004-04-28,996.50 ,
2004-04-29,1014.50 ,
2004-04-30,1034.00 ,
2004-05-03,1041.50 ,
2004-05-04,1038.25 ,
2004-05-05,1034.50 ,
2004-05-06,1018.00 ,
2004-05-07,1050.50 ,
2004-05-10,1040.50 ,
2004-05-11,1053.50 ,
2004-05-12,991.50 ,
2004-05-13,1013.00 ,
2004-05-14,969.00 ,
2004-05-17,905.50 ,
2004-05-18,874.00 ,
2004-05-19,907.50 ,
2004-05-20,869.00 ,
2004-05-21,872.50 ,
2004-05-24,866.00 ,
2004-05-25,882.25 ,
2004-05-26,872.00 ,
2004-05-27,822.00 ,
2004-05-28,814.00 ,
2004-06-01,864.00 ,
2004-06-02,849.50 ,
2004-06-03,806.00 ,
